Source_A,Source_B
SVIL,AMOTL2
SVIL,LPP
SVIL,CTBP2
SVIL,MAD1L1
SVIL,HSPA5
SVIL,KIF4A
SVIL,TRIP6
SVIL,TRIP6
SVIL,TRIP6
SVIL,SPTAN1
SVIL,MYO1G
SVIL,FLOT2
SVIL,GNAI2
SVIL,SPTBN1
SVIL,ACTN1
SVIL,MMP25
SVIL,VIM
SVIL,FLOT1
SVIL,STOM
SVIL,GPSM3
SVIL,GLIPR2
SVIL,CAMP
ABCE1,RNASE2
EGFR,EGFR
ESR1,EGFR
ITGA5,EGFR
EGFR,RASA1
GNAI2,EGFR
HTT,EGFR
CASP1,EGFR
JAK2,EGFR
KRT7,EGFR
KRT8,EGFR
KRT17,EGFR
KRT18,EGFR
EGFR,MUC1
EGFR,CRK
EGFR,ERBB2
VAV1,EGFR
EGFR,CBL
PIK3R1,EGFR
PDGFRB,EGFR
PTPN11,EGFR
EGFR,PTPN1
FER,EGFR
PRKCA,EGFR
PRKCD,EGFR
SOS1,EGFR
TNC,EGFR
PRKAR1A,EGFR
CEBPB,EGFR
ERBB3,EGFR
CDH1,EGFR
EPS8,EGFR
BTC,EGFR
NCK1,EGFR
EGFR,STAT1
SHC1,EGFR
PTK2,EGFR
TJP1,EGFR
ARF4,EGFR
SOS2,EGFR
SNX1,EGFR
YWHAZ,EGFR
GRB7,EGFR
GRB10,EGFR
MAP4K1,EGFR
PTK6,EGFR
EGFR,RGS16
PIK3C2B,EGFR
SOCS1,EGFR
SOCS3,EGFR
EGFR,STAT5B
EGFR,GAB1
CBLB,EGFR
MAP3K14,EGFR
DOK2,EGFR
VAV3,EGFR
EGFR,PKIA
EGFR,STAM2
EGFR,SCAMP1
TNK2,EGFR
EPPK1,EGFR
PTPN2,EGFR
TGFA,EGFR
PLSCR1,EGFR
ERRFI1,EGFR
SNX2,EGFR
SNX4,EGFR
SHC3,EGFR
DEGS1,EGFR
FYN,FLOT2
CAV1,FLOT2
CAV2,FLOT2
ESR1,NR2F6
NR3C1,NR2F6
NCOA1,NR2F6
ANGPTL1,NR2F6
THRB,NR2F6
ESR1,NR2F1
RXRA,NR2F1
AHR,NR2F1
NCOA1,NR2F1
BCL11A,NR2F1
BCL11B,NR2F1
GTF2B,NR2F1
SLC2A1,STOM
LANCL1,STOM
ESR1,ESR1
FOXO1,ESR1
HSP90AA1,ESR1
LCK,ESR1
AKT2,ESR1
MDM2,ESR1
JUN,ESR1
PIK3R1,ESR1
PTPN1,ESR1
MAPK1,ESR1
CEBPB,ESR1
GTF2H1,ESR1
TP53,ESR1
XBP1,ESR1
RPS6KA3,ESR1
AR,ESR1
SMARCA2,ESR1
AHR,ESR1
MAPK14,ESR1
SHC1,ESR1
NCOR1,ESR1
CAV1,ESR1
PRDM2,ESR1
SMAD2,ESR1
NR2C2,ESR1
BAG1,ESR1
NR2C1,ESR1
NCOA3,ESR1
RGS3,ESR1
NRIP1,ESR1
PAK1,ESR1
MNAT1,ESR1
NCOA1,ESR1
EP300,ESR1
TRRAP,ESR1
SMARCE1,ESR1
SMARCA4,ESR1
TRIM24,ESR1
MTA1,ESR1
MED1,ESR1
PPARGC1A,ESR1
NR0B2,ESR1
AKAP13,ESR1
GADD45B,ESR1
GADD45G,ESR1
MKNK2,ESR1
MVP,ESR1
RNF14,ESR1
SAFB2,ESR1
PAK6,ESR1
HSP90AB1,ESR1
POLR1B,ESR1
PRMT2,ESR1
NCOA2,ESR1
RBM39,ESR1
PPARGC1B,ESR1
PRPF6,ESR1
ZBTB16,ESR1
NCOA7,ESR1
CDK7,ESR1
PIAS1,ESR1
PNRC2,ESR1
STRN,ESR1
ZNF398,ESR1
HSP90AA1,RUNX1T1
PRKAR2A,RUNX1T1
ID3,RUNX1T1
KPNA1,RUNX1T1
NCOR1,RUNX1T1
CBFA2T3,RUNX1T1
ID1,RUNX1T1
SIN3A,RUNX1T1
ZBTB16,RUNX1T1
EIF4E,EIF4E
PRKCA,EIF4E
PRKCB,EIF4E
EIF4EBP1,EIF4E
EIF4EBP2,EIF4E
EIF4B,EIF4E
MKNK2,EIF4E
EIF4G1,EIF4E
MKNK1,EIF4E
PRKCA,EWSR1
BTK,EWSR1
BARD1,EWSR1
GTF2H1,ERCC4
PRKCA,SLC1A1
ARL6IP5,SLC1A1
TRAP1,EXT1
CFHR1,CFH
CFI,CFH
SELL,CFH
LBP,CFHR1
FLNA,F3
FGA,F13A1
FGG,F13A1
FN1,F13A1
FNTA,RHOB
KRAS,FNTA
TGFB1,FNTA
TGFBR1,FNTA
FNTA,CENPF
FNTA,GBP1
FNTA,PTP4A3
FYN,FAS
LCK,FAS
BTK,FAS
PTPN13,FAS
PDCD6,FAS
CASP8,FAS
SUMO1,FAS
HIPK3,FAS
TNFSF13,FAS
CASP8AP2,FAS
UBE2I,FAS
FEM1B,FAS
PPFIA1,AGTPBP1
FUBP3,QKI
FBLN2,FBN1
MFAP2,FBN1
MFAP5,FBN1
ATN1,ECM1
MYOC,FBN1
FGG,FGA
PLAT,FGA
THBS1,FGA
ATN1,MEGF6
CDH5,FGA
SERPINA5,FGA
FGG,FGG
ICAM1,FGG
SERPINA5,FGG
FGFR4,FGF2
FGFR1,FGF2
HSPG2,FGF2
PF4,FGF2
ATN1,EWSR1
GPC3,FGF2
GPC4,FGF2
CXCL13,FGF2
FGFBP1,FGF2
CEP57,FGF2
ATN1,FBLN1
API5,FGF2
FGFR3,FGFR3
PNMA1,UBQLN4
FGFR3,STAT1
FGF9,FGFR3
GPSM3,FGFR3
ATN1,FBLN2
FGFR4,FGFR4
FGFR4,STAT1
ITGA5,FN1
ITGB1,FN1
FBLN1,FN1
FBLN2,FN1
GSN,FN1
ATN1,EFEMP1
SDC2,FN1
IGFBP3,FN1
LTBP1,FN1
NOV,FN1
TNC,FN1
THBS1,FN1
TGM2,FN1
SCGB1A1,FN1
ITGA4,FN1
COL4A5,FN1
LGALS3BP,FN1
CXCL12,FN1
MIA,FN1
MYOC,FN1
TGFBI,FN1
PRELP,FN1
ITGA3,FN1
LRG1,FN1
PDLIM7,UBQLN4
ITGB1,ITGA5
CD9,ITGA5
CRIPT,UBQLN4
ITGB5,ITGA5
SPP1,ITGA5
PECAM1,ITGA5
TNC,ITGA5
ARHGAP5,ITGA5
NISCH,ITGA5
ITGB1,ITGB1
FLT4,ITGB1
QKI,USH1C
ITGA6,ITGB1
NME1,ITGB1
SPP1,ITGB1
CD36,ITGB1
PRKCA,ITGB1
TLN1,ITGB1
TGM2,ITGB1
VCAM1,ITGB1
ITGA1,ITGB1
ITGA4,ITGB1
FLNA,ITGB1
EPS8,ITGB1
LGALS3BP,ITGB1
PTK2,ITGB1
YWHAB,ITGB1
PXN,ITGB1
FHL2,ITGB1
TSPAN4,ITGB1
ARHGAP5,ITGB1
TGOLN2,ITGB1
FLNB,ITGB1
ITGA9,ITGB1
ITGA10,ITGB1
MAP4K4,ITGB1
ITGA11,ITGB1
ITGA3,ITGB1
FBXO2,ITGB1
ITGB1BP1,ITGB1
NF2,ITGB1
LGALS8,ITGB1
ITGA8,ITGB1
HSPG2,FBLN1
NOV,FBLN1
MFAP5,FBLN1
QKI,RBPMS
HSPG2,FBLN2
LAMC2,FBLN2
CALM1,ADD1
COL4A5,FBLN2
LAMA5,FBLN2
PRELP,FBLN2
FGFR1,FGFR1
PRKCD,ADD1
SOS1,FGFR1
SHC1,FGFR1
BNIP2,FGFR1
FGFR1,FRS2
FGFR1,IL17RD
SHC1,FLT4
VEGFC,FLT4
LYN,FOLR1
INHBA,FST
QKI,C10orf10
JUN,FOSL1
JUNB,FOSL1
HOXA5,FOXO1
HOXA10,FOXO1
CEBPB,FOXO1
ID2,ADD1
AR,FOXO1
SMAD4,FOXO1
YWHAZ,FOXO1
PAK1,FOXO1
SMAD3,FOXO1
GSK3B,FOXO1
GNAI2,FPR1
ANXA1,FPR1
CAMP,FPR2
QKI,RNF138
MDH2,FH
ROCK1,ADD1
HSPH1,ADD1
QKI,THAP1
IL7R,FYN
FYN,FCGR2A
FYN,CD79B
FYN,ITPR1
JAK2,FYN
PTPRC,FYN
FYN,CD5
MCAM,FYN
NMT1,FYN
FYN,SNCA
RAF1,FYN
CSF1R,FYN
VAV1,FYN
FYN,CBL
PIK3R1,FYN
PLAUR,FYN
PDGFRB,FYN
PECAM1,FYN
CD36,FYN
PTPN11,FYN
PTPRA,FYN
ZAP70,FYN
FYN,PTPRF
SOS1,FYN
ITK,FYN
CD2,FYN
THY1,FYN
TUBA4A,FYN
WAS,FYN
SH2D1A,FYN
SYK,FYN
FYN,PLCG2
PRKCQ,FYN
NTRK2,FYN
FYN,SHC1
PTK2,FYN
FYN,CNN1
FYN,GRB10
EPHB3,FYN
EPHA4,FYN
FYN,CNN3
KHDRBS1,FYN
PXN,FYN
FYN,FYB
PIK3R2,FYN
FYN,SLAMF1
SOCS1,FYN
TRPC6,FYN
CD2AP,FYN
FYN,TOM1L1
SIT1,FYN
SKAP1,FYN
WASF1,FYN
SKAP2,FYN
ADAM15,FYN
PAG1,FYN
WASF2,FYN
QKI,PTBP2
TNK2,FYN
FLOT1,FYN
SPN,FYN
FYN,ACP1
EVL,FYN
FNBP4,FYN
SH2B2,FYN
DOK4,FYN
DOK3,FYN
NR3C1,ADA
FUS,FUS
YBX1,FUS
RELA,FUS
SPI1,FUS
RXRA,FUS
DPP4,ADA
POLR2A,FUS
SRRM1,FUS
ALDH5A1,ABAT
ADORA2B,ADA
ATN1,ZMYND8
DAZAP2,UBQLN4
FGFBP1,UBQLN4
ARL4C,UBQLN4
SPI1,GATA2
ZBTB16,GATA2
ZFPM1,GATA2
GATA2,JUN
STAM2,UBQLN4
VCL,GSN
AR,GSN
PIK3CG,GSN
VASP,GSN
LIMK2,GSN
PXN,GSN
VDAC1,GSN
CLIC5,GSN
TNIK,GSN
NR3C1,NR3C1
HSP90AA1,NR3C1
IDE,NR3C1
NFKB2,NR3C1
RELA,NR3C1
ETS1,NR3C1
ETS2,NR3C1
RAF1,NR3C1
JUN,NR3C1
PTMS,NR3C1
MAPK1,NR3C1
TXN,NR3C1
CEBPB,NR3C1
TP53,NR3C1
MED14,NR3C1
AR,NR3C1
SMARCA2,NR3C1
KPNA2,NR3C1
NCOR1,NR3C1
PRKDC,NR3C1
NR3C2,NR3C1
MAPK8,NR3C1
SFN,NR3C1
BAG1,NR3C1
SMARCB1,NR3C1
SMARCC1,NR3C1
SMARCD1,NR3C1
TRIM28,NR3C1
SUMO1,NR3C1
DAP3,NR3C1
TGFB1I1,NR3C1
NRIP1,NR3C1
NCOA1,NR3C1
HNRNPU,NR3C1
SMAD3,NR3C1
SMARCE1,NR3C1
SMARCA4,NR3C1
TRIM24,NR3C1
STAT5B,NR3C1
PPARGC1A,NR3C1
RNF14,NR3C1
PBX1,NR3C1
KDM5A,NR3C1
UBE2I,NR3C1
NCOA2,NR3C1
PRPF6,NR3C1
ZBTB16,NR3C1
FKBP4,NR3C1
NR3C1,CALM1
AGR2,UBQLN4
RAI2,UBQLN4
ATN1,RCHY1
CPSF6,UBQLN4
GRIA1,HSPA5
PLA2G16,UBQLN4
KRT8,HSPA5
KRT18,HSPA5
STMN1,HSPA5
PRNP,HSPA5
TNRC6B,UBQLN4
VWF,HSPA5
F8,HSPA5
CSTF2T,UBQLN4
AGTPBP1,CYCS
AGTPBP1,NYNRIN
ZFPM2,UBQLN4
EIF2AK3,HSPA5
ERN1,HSPA5
LDLR,HSPA5
DNAJC10,HSPA5
DNAJC1,HSPA5
TMEM132A,HSPA5
SIL1,HSPA5
DKK3,UBQLN4
PCDH17,UBQLN4
TRIB2,UBQLN4
SUMO1,SLC2A1
PDIA3,SLC2A1
UBE2I,SLC2A1
MDH2,GOT2
GLUD1,GOT2
UBQLN2,UBQLN4
FHL2,AK1
GRIA1,GRIA1
CXCR2,GRIA1
PRKCA,GRIA1
DLG1,GRIA1
EPB41L1,GRIA1
EPB41L2,GRIA1
HOMER1,GRIA1
TRPC1,GRIA1
TANC1,GRIA1
ARF1,PLIN2
KDELR1,ARF1
UBQLN1,UBQLN4
NPM1,ARF1
UBQLN1,GKAP1
PRKCA,GFPT1
HSP90AA1,EPRS
UBQLN1,RASSF5
EFEMP2,UBQLN4
RALA,ARF1
ZDHHC3,UBQLN4
WAC,UBQLN4
CYTH1,ARF1
LTC4S,MGST1
GSTM2,GSTM1
MAP3K5,GSTM1
GSTM3,GSTM2
EPDR1,UBQLN4
CFP,CFB
SERPINE1,ORM1
CCR5,ORM1
PLD1,ARF1
PRPF40A,UBQLN4
F12,APOH
LRP2,APOH
LRP8,APOH
HSPG2,GRN
CYTH2,ARF1
CCNT1,GRN
MDM4,ARF1
CSF3R,CSF3R
HCK,CSF3R
JAK1,CSF3R
JAK2,CSF3R
LYN,CSF3R
PTPN11,CSF3R
PIP5K1A,ARF1
SYK,CSF3R
SHC1,CSF3R
FOS,CEBPG
CEBPB,CEBPG
UBQLN4,C1QTNF1
UBQLN4,ERP27
AP3B1,ARF1
JAK1,CSF2RB
JAK2,CSF2RB
LYN,CSF2RB
PTPN11,CSF2RB
CSF2RA,CSF2RB
SHC1,CSF2RB
YWHAZ,CSF2RB
RERE,ZMYND8
AP1G1,ARF1
MAD2L1,CSF2RB
CXCR2,CXCL2
CXCR1,CXCL2
CXCR2,CXCL3
CXCR1,CXCL3
NR4A1,NR4A1
BCL2,NR4A1
ASAP2,ARF1
MAPK1,NR4A1
NCOA3,NR4A1
NCOA1,NR4A1
EP300,NR4A1
MED1,NR4A1
KAT2B,NR4A1
NCOA2,NR4A1
RASA1,RASA1
HCK,RASA1
HTT,RASA1
IGF1R,RASA1
INSR,RASA1
PTPRC,RASA1
CD5,RASA1
LCK,RASA1
CSF1R,RASA1
YES1,RASA1
PIK3R1,RASA1
PDGFRB,RASA1
ZAP70,RASA1
RAB5A,RASA1
RAP1A,RASA1
SYN1,RASA1
AP3D1,ARF1
NCK1,RASA1
EPHB2,RASA1
STAU1,RASA1
EPHB3,RASA1
WWP1,RASA1
WWP2,RASA1
KHDRBS1,RASA1
ARFGAP1,ARF1
PXN,RASA1
MAGI1,RASA1
ARHGAP5,RASA1
ARHGAP1,RASA1
BIRC5,RASA1
SOCS3,RASA1
MAP4K4,RASA1
ARF1,ARHGAP21
DOK2,RASA1
PAG1,RASA1
G3BP1,RASA1
DOK4,RASA1
ARFIP1,ARF1
GSPT1,GSPT1
XIAP,GSPT1
ETF1,GSPT1
GGA2,ARF1
BIRC3,GSPT1
UBQLN4,ZG16B
GNAI1,GNAI1
GNAO1,GNAI1
IGF1R,GNAI1
RERE,EFEMP2
VIPR1,GNAI1
CD47,GNAI1
S1PR3,GNAI1
S1PR1,GNAI1
RGS12,GNAI1
RGS16,GNAI1
RGS4,GNAI1
RGS10,GNAI1
S1PR5,GNAI1
PLEKHA8,ARF1
RGS18,GNAI1
RASD1,GNAI1
KLHL3,GNAI1
GPSM3,GNAI1
STRN,GNAI1
TMED10,ARF1
GNAO1,GNAO1
NUCB1,GNAO1
RGS16,GNAO1
RGS4,GNAO1
GGA1,ARF1
RGS5,GNAO1
S1PR5,GNAO1
GPSM2,GNAO1
KLHL3,GNAO1
TMED2,ARF1
UBQLN4,ANKRD13D
UBQLN4,NOTCH2NL
TBXA2R,GNA11
RGS3,GNA11
EDNRB,GNA11
UBQLN4,NOMO3
CXCR2,GNA15
CXCR1,GNA15
PRKCA,GNA15
F2R,GNA15
RGS2,GNA15
LTB4R,GNA15
UBQLN4,UBQLN4
UBQLN4,PMEPA1
GNAS,GNAS
VIPR1,GNAS
RGS2,GNAS
SNX13,GNAS
RERE,PLSCR1
UBQLN4,PELI2
CXCR1,GNAI2
IGF1R,GNAI2
F2R,GNAI2
CAV1,GNAI2
NUCB1,GNAI2
RGS12,GNAI2
RGS16,GNAI2
RGS4,GNAI2
UBQLN4,PBXIP1
RGS5,GNAI2
RGS18,GNAI2
GPSM2,GNAI2
RASD1,GNAI2
EYA2,GNAI2
NUCB1,GNAI3
S1PR1,GNAI3
RGS3,GNAI3
LPAR1,GNAI3
RGS12,GNAI3
RGS16,GNAI3
ARFIP1,ARF3
RGS10,GNAI3
RGS5,GNAI3
RGS18,GNAI3
GPSM2,GNAI3
GGA2,ARF3
GNG11,GNB1
GNG2,GNB1
AGAP1,GUCY1A3
HSP90AA1,GUCY1B3
GUCY1A2,GUCY1B3
AGAP1,GUCY1B3
HMGB1,HES1
PRKCA,HES1
TLE1,HES1
HEY2,HES1
SIRT1,HES1
HES6,HES1
GZMA,LMNB1
SET,GZMA
ATN1,GRN
HBB,HP
ITGB2,HP
CD163,HP
IGHM,HPR
UBQLN4,CCDC14
UBQLN4,FA2H
UBQLN4,CCDC134
RERE,PSMA3
UBQLN4,GKAP1
UBQLN4,ADAM33
UBQLN4,ADPGK
UBQLN4,ATPIF1
FDX1,FDX1
FDXR,FDX1
ACTR2,ACTR3
CYCS,FDX1
LRP1,SERPINA1
SERPINA1,CTSG
LRP1,CTSG
HK2,PTGDS
HK3,PTGDS
EFNA5,EPHA4
VDR,GTF2B
VDR,CDK7
BATF3,ATF3
JUN,NFE2L2
NFE2,NFE2L2
CREM,CREB3L1
CEBPG,ATF2
ATF2,ATF7
DBP,TEF
ADM,ADM
ATF1,CREM
HSP90AA1,HSP90AA1
NOS3,HSP90AA1
AKT2,HSP90AA1
MME,ADM
RAF1,HSP90AA1
ERBB2,HSP90AA1
PIM1,HSP90AA1
PPARA,HSP90AA1
EIF2AK2,HSP90AA1
MAPK1,HSP90AA1
MYC,HSP90AA1
TP53,HSP90AA1
CFH,ADM
AR,HSP90AA1
AHR,HSP90AA1
PRKDC,HSP90AA1
NR3C2,HSP90AA1
DAP3,HSP90AA1
ARNTL,HSP90AA1
RUNX1T1,HDAC1
RUNX1T1,TCF3
FKBP5,HSP90AA1
RUNX1T1,TCF4
TRAF4,SORBS2
EDN1,ADM
TRAF4,TBC1D8
EIF2AK3,HSP90AA1
ERN1,HSP90AA1
TRAF4,MAGED1
TRAF4,TGFB1I1
TRAF4,UBE2I
TRAF4,PLSCR1
STIP1,HSP90AA1
CALCRL,ADM
TRAF4,BCKDK
TRAF4,CCHCR1
ST13,HSP90AA1
NPAS2,HSP90AA1
SIX2,AES
PPID,HSP90AA1
SMYD3,HSP90AA1
AHSA2,HSP90AA1
SIX2,TLE1
SIX1,TLE1
SIX1,AES
ATN1,EFEMP2
NUP62,HSF2
UBE2I,HSF2
ABL1,ST5
HBA2,HBA2
HBB,HBA2
RERE,ALG13
PRKCD,CD34
CYB5R3,HBG2
HCK,HCK
FCGR2A,HCK
HCK,BCR
ABL2,HCK
HCK,CBL
PIK3R1,HCK
PLAUR,HCK
PECAM1,HCK
SOS1,HCK
ABL1,HCK
BTK,HCK
SH3KBP1,HCK
HCK,WAS
HCK,PLCG2
HCK,RAPGEF1
IL6ST,HCK
LCP2,HCK
WIPF1,HCK
DNM2,HCK
KHDRBS1,HCK
PIK3R2,HCK
CD2AP,HCK
SKAP2,HCK
ADAM15,HCK
ASAP1,HCK
INPP5D,HCK
EVL,HCK
ELMO1,HCK
CHST15,HCK
ARNTL,HLF
MST1R,MST1
SDC2,HGF
MET,HGF
SDC1,HGF
ST14,HGF
F11,HGF
MERTK,TNK2
ATN1,HSPG2
PF4,SDC2
PRKCA,SDC2
PRKCB,SDC2
SPARC,SDC2
CASK,SDC2
LAMA3,SDC2
PDGFA,HSPG2
ALDOA,ALDOA
TTR,HSPG2
SPARC,HSPG2
PDGFB,HSPG2
PRELP,HSPG2
NID2,HSPG2
FGFBP1,HSPG2
GPD2,ALDOA
IGFBP4,HK3
HPGDS,HK3
TGM2,ALDOA
TUBB,ALDOA
PAK2,EIF4G1
PAK2,EIF4B
PARD3,LIMK2
PARD3,TIAM1
HDLBP,DHX9
XPOT,HDLBP
XRN1,ALDOA
KPNA2,H1F0
IPO5,H1F0
IPO7,H1F0
APOE,A2M
LRP1,A2M
HLA-DMA,CD74
HLA-DMB,CD74
MIF,CD74
CTSB,A2M
CTSE,A2M
MMP2,A2M
CHMP1B,RASSF7
CHMP1B,SNRNP200
CHMP1B,SSRP1
HLA-DMB,HLA-DMA
HLA-DRA,HLA-DMA
HLA-DOA,HLA-DMA
HLA-DRA,HLA-DMB
HLA-DOB,HLA-DMB
CHMP1B,RAB11A
HLA-DPA1,HLA-DPB1
MBP,HLA-DRA
HSPA5,A2M
CD4,HLA-DPA1
CHMP1B,CHMP1B
HMGCR,HMGCR
IL1B,A2M
INSIG1,HMGCR
ARHGAP1,HMGCR
STARD13,HMGCR
FOXA2,HOXA5
PBX1,HOXA5
MEIS1,HOXA10
GMNN,HOXA10
PBX1,HOXA10
HOXB7,HOXB6
NFKBIA,HOXB7
GMNN,HOXB7
BTG2,HOXB9
PDGFA,A2M
BTG1,HOXB9
CHMP2B,CENPF
PDGFB,A2M
TGFBI,A2M
CHMP2B,PNMA1
CHMP2B,PHGDH
HLA-E,HLA-E
CD8A,HLA-E
KLRD1,HLA-E
CD53,CD9
KIT,CD9
ADAM19,A2M
CD36,CD9
PRKCA,CD9
SERPINH1,CD9
PTGFRN,CD9
TSPAN4,CD9
ITGA3,CD9
ADAMTS1,A2M
CHMP2B,CHMP2B
TP63,TP63
CASP1,HTT
PFN2,HTT
TGM2,HTT
LCAT,A2M
TUBB,HTT
TP53,HTT
CBS,HTT
NCOR1,HTT
CASP6,HTT
HIP1,HTT
OPTN,HTT
CTBP1,HTT
UBE2K,HTT
SH3GL3,HTT
SAP30,HTT
REST,HTT
SYMPK,HTT
ATN1,JAG2
FEZ1,HTT
SIN3A,HTT
HIP1R,HTT
PRPF40A,HTT
MTSS1,HTT
PRPF40A,ZFHX3
FICD,HTT
SH3GLB1,HTT
CHMP2B,DPY30
HLA-F,HLA-F
TAP1,HLA-F
LILRB1,HLA-F
LILRB2,HLA-F
GNAI1,ADRA2A
CHMP5,GTF3A
GNAO1,ADRA2A
CHMP5,SMARCA4
GNAI2,ADRA2A
CHMP5,ZNF91
RDX,ICAM2
ITGB2,ICAM2
CD209,ICAM2
ITGAL,ICAM3
ITGB2,ICAM3
PRKCD,ADRA2A
PRKCQ,ICAM3
CD209,ICAM3
SPINT2,ITIH3
LYN,IL7R
IL2RG,IL7R
YWHAZ,ADRA2A
IGF1,IDE
AR,IDE
CHMP5,CHMP1B
IL2RA,IL2RB
JAK1,IL2RB
LCK,IL2RB
PIK3R1,IL2RB
IL2RG,IL2RB
JAK3,IL2RB
SHB,IL2RB
IL15,IL2RB
STAT1,IL2RB
SHC1,IL2RB
IL15RA,IL2RB
CISH,IL2RB
SOCS1,IL2RB
STAT5B,IL2RB
EIF3B,IL2RB
IGF1,IGFBP2
TF,IGFBP2
IGF1R,IGFBP3
IGF1,IGFBP3
LTBP1,IGFBP3
RXRA,IGFBP3
TF,IGFBP3
CHMP5,CHMP5
IGF1,IGFBP4
PAPPA,IGFBP4
TF,IGFBP4
IGF1,IGFBP5
SPP1,IGFBP5
SERPINE1,IGFBP5
THBS1,IGFBP5
TF,IGFBP5
FHL2,IGFBP5
CHMP5,RPL38
IGF1,IGFBP6
TF,IGFBP6
LYN,FCGR2A
PIK3R1,FCGR2A
SYK,FCGR2A
SHC1,FCGR2A
LAT,FCGR2A
CXCR2,CXCR2
CXCL1,CXCR2
RGS12,CXCR2
ATN1,AGRN
PPBP,CXCR2
CXCL5,CXCR2
RAB11FIP2,CXCR2
CXCL1,CXCR1
PPBP,CXCR1
CXCL5,CXCR1
JAK1,IL10RA
VPREB3,IGHM
FCER1A,MS4A2
LYN,MS4A2
SYK,MS4A2
FCER1A,FCER1G
LYN,FCER1G
SYK,FCER1G
TCF3,TCF3
LYL1,TCF3
MAPK1,TCF3
TAL2,TCF3
TAL1,TCF3
ELK3,TCF3
ID3,TCF3
ID2,TCF3
LRP1,LRPAP1
SKP2,TCF3
PSMD4,TCF3
MAPKAPK3,TCF3
VLDLR,LRPAP1
EP300,TCF3
AEBP1,TCF3
TCF21,TCF3
MSC,TCF3
KAT2B,TCF3
ID1,TCF3
UBE2I,TCF3
LRP2,LRPAP1
MAPKAPK2,TCF3
NEDD9,TCF3
RALGAPA1,TCF3
MX1,MX1
TUBB,MX1
SORL1,LRPAP1
BLM,MX1
CHMP4B,HIPK2
CHMP4B,PIAS2
IGHG1,IGKC
LYN,CD79B
CD3E,CD79B
CHMP4B,CHMP1B
LRP8,LRPAP1
CHMP4B,CHMP5
ITPR3,ITPR1
BCL2,ITPR1
RHOA,ITPR1
ARHGAP1,ITPR1
EPB41L1,ITPR1
LDLR,LRPAP1
MRVI1,ITPR1
HOMER2,ITPR1
HOMER3,ITPR1
AHCYL1,ITPR1
PRKG1,ITPR1
HOMER1,ITPR1
BANK1,ITPR1
STARD13,ITPR1
CHMP4B,CHMP4B
SIGMAR1,ITPR3
TRPC6,ITPR3
TRPC1,ITPR3
CR1,FUT4
CHMP4C,CC2D1A
SATB1,KAT2B
SELP,FUT4
INHBB,INHBA
TGFBR3,INHBA
INHBC,INHBA
ACVR1B,INHBA
ITGB2,FUT4
IGFBP7,INHBA
FSTL3,INHBA
DPP4,CXCL10
IGFBP7,CXCL10
IGF1R,IGF1R
IGF1,IGF1R
IGF1R,IRS1
JAK1,IGF1R
IGF1R,CRK
PIK3R1,IGF1R
PTPN11,IGF1R
PTPN1,IGF1R
TBX4,FAM46A
IRS2,IGF1R
YWHAZ,IGF1R
YWHAB,IGF1R
GRB10,IGF1R
NEDD4,IGF1R
SOCS1,IGF1R
SOCS3,IGF1R
YWHAE,IGF1R
SOCS2,IGF1R
VAV3,IGF1R
PIK3R3,IGF1R
ARHGEF12,IGF1R
DOK5,IGF1R
INHBB,INHBB
INHBC,INHBB
ACVR1B,INHBB
ACVR1C,INHBB
NOV,IGF1
IGFBP7,IGF1
ELF4,SKP2
PRKCA,ITPKB
ITPKB,CALM1
ELF4,FBXO4
INSR,IRS1
IL4R,IRS1
JAK1,IRS1
PTPRC,IRS1
PIK3R1,IRS1
ELF4,FBXO7
APP,PSEN1
PTPN11,IRS1
PTPN1,IRS1
PRKCD,IRS1
PRKCZ,IRS1
PTPRF,IRS1
CDH1,IRS1
BCL2L1,IRS1
JAK3,IRS1
SHC1,IRS1
CTNNA1,PSEN1
UBTF,IRS1
PTK2,IRS1
MAPK8,IRS1
TUB,IRS1
YWHAZ,IRS1
YWHAB,IRS1
MAPK9,IRS1
PIK3R2,IRS1
IKBKB,IRS1
CTNNB1,PSEN1
SOCS1,IRS1
SOCS3,IRS1
YWHAE,IRS1
PIK3R3,IRS1
PHIP,IRS1
SIK2,IRS1
ITGB4,ITGA6
CDK5,PSEN1
CD36,ITGA6
PRKCD,ITGA6
PXN,ITGA6
TSPAN4,ITGA6
ERBB2,ITGB4
PRKCD,ITGB4
SHC1,ITGB4
CASP1,PSEN1
ITGB5,ITGB5
LTBP1,ITGB5
BCL2,PSEN1
TLN1,ITGB5
ITGAV,ITGB5
EPS8,ITGB5
LTBP3,ITGB5
ITGB3BP,ITGB5
PIK3R1,PSEN1
RELA,IRF1
STAT1,IRF1
HMGA1,IRF1
IRF8,IRF1
KAT2B,IRF1
PRKCZ,PSEN1
HMGB1,IRF2
RELA,IRF2
IRF8,IRF2
KAT2B,IRF2
IRF2BP2,IRF2
TP53,IFI16
IL6R,IL6
IL6ST,IL6
INSR,INSR
PTPRC,INSR
RAF1,INSR
CRK,INSR
PSEN1,NOTCH1
VAV1,INSR
INSR,CBL
INSR,PIK3R1
PTPN11,INSR
PTPN1,INSR
PRKCA,INSR
PRKCD,INSR
PTPRF,INSR
PTPN12,INSR
INSR,FABP4
INSR,SHC1
INSR,PTK2
INSR,IRS2
CAV1,INSR
SNX1,INSR
YWHAB,INSR
FLNA,PSEN1
SMAD2,INSR
